Album,Artist,City,Company,Composer,Country,CustomerID,Email,FirstName,Genre,InvoiceDate,InvoiceID,LastName,MediaType,Phone,PostalCode,Region,State,Track,Bytes,Milliseconds,Number of Records,Quantity,Sales,UnitPrice
Instant Karma: The Amnesty International Campaign to Save Darfur,U2,Prague,JetBrains s.r.o.,,Czech Republic,5,frantisekw@jetbrains.com,Frank,Pop,3/12/09 00:00,100,Wichterlovai,Protected AAC audio file,+420 2 4172 5555,14700,Europe,,Gimme Some Truth,3.78M,232778,1,4,3.96,0.99
Instant Karma: The Amnesty International Campaign to Save Darfur,U2,Prague,JetBrains s.r.o.,,Czech Republic,5,frantisekw@jetbrains.com,Frank,Pop,3/12/09 00:00,100,Wichterlovai,Protected AAC audio file,+420 2 4172 5555,14700,Europe,,#9 Dream,4.51M,278312,1,5,4.95,0.99
Instant Karma: The Amnesty International Campaign to Save Darfur,U2,Copenhagen,,,Denmark,9,kara.nielsen@jubii.dk,Kara,Pop,3/13/09 00:00,101,Nielsen,Protected AAC audio file,+453 3331 9991,1720,Europe,,Beautiful Boy,3.70M,227995,1,1,0.99,0.99
Speak of the Devil,Ozzy Osbourne,Copenhagen,,,Denmark,9,kara.nielsen@jubii.dk,Kara,Rock,3/13/09 00:00,101,Nielsen,Protected AAC audio file,+453 3331 9991,1720,Europe,,War Pigs,8.27M,515435,1,1,0.99,0.99
Speak of the Devil,Ozzy Osbourne,Copenhagen,,,Denmark,9,kara.nielsen@jubii.dk,Kara,Rock,3/13/09 00:00,101,Nielsen,Protected AAC audio file,+453 3331 9991,1720,Europe,,Never Say Die,4.17M,258343,1,4,3.96,0.99
Instant Karma: The Amnesty International Campaign to Save Darfur,U2,Copenhagen,,,Denmark,9,kara.nielsen@jubii.dk,Kara,Pop,3/13/09 00:00,101,Nielsen,Protected AAC audio file,+453 3331 9991,1720,Europe,,Gimme Some Truth,3.06M,187546,1,5,4.95,0.99
Instant Karma: The Amnesty International Campaign to Save Darfur,U2,Copenhagen,,,Denmark,9,kara.nielsen@jubii.dk,Kara,Pop,3/13/09 00:00,101,Nielsen,Protected AAC audio file,+453 3331 9991,1720,Europe,,Jealous Guy,3.88M,239094,1,5,4.95,0.99
Speak of the Devil,Ozzy Osbourne,Copenhagen,,,Denmark,9,kara.nielsen@jubii.dk,Kara,Rock,3/13/09 00:00,101,Nielsen,Protected AAC audio file,+453 3331 9991,1720,Europe,,Sympton of the Universe,5.49M,340890,1,5,4.95,0.99
Radio Brasil (O Som da Jovem Vanguarda) - Seleccao de Henrique Amaro,O Rappa,Vancouver,Rogers Canada,,Canada,15,jenniferp@rogers.ca,Jennifer,Electronica/Dance,3/16/09 00:00,102,Peterson,MPEG audio file,+1 (604) 688-2255,V6C 1G8,North  America,BC,Todo o Carnaval tem seu Fim,9.50M,237426,1,2,1.98,0.99
House of Pain,House Of Pain,Vancouver,Rogers Canada,E. Schrody/L. Freese/L. Muggerud,Canada,15,jenniferp@rogers.ca,Jennifer,Hip Hop/Rap,3/16/09 00:00,102,Peterson,MPEG audio file,+1 (604) 688-2255,V6C 1G8,North  America,BC,Put Your Head Out,7.29M,182230,1,3,2.97,0.99
House of Pain,House Of Pain,Vancouver,Rogers Canada,E. Schrody/L. Muggerud,Canada,15,jenniferp@rogers.ca,Jennifer,Hip Hop/Rap,3/16/09 00:00,102,Peterson,MPEG audio file,+1 (604) 688-2255,V6C 1G8,North  America,BC,"Danny Boy, Danny Boy",4.58M,114520,1,3,2.97,0.99
Radio Brasil (O Som da Jovem Vanguarda) - Seleccao de Henrique Amaro,O Rappa,Vancouver,Rogers Canada,,Canada,15,jenniferp@rogers.ca,Jennifer,Electronica/Dance,3/16/09 00:00,102,Peterson,MPEG audio file,+1 (604) 688-2255,V6C 1G8,North  America,BC,Chapa o Coco,5.76M,143830,1,5,4.95,0.99
Radio Brasil (O Som da Jovem Vanguarda) - Seleccao de Henrique Amaro,O Rappa,Vancouver,Rogers Canada,,Canada,15,jenniferp@rogers.ca,Jennifer,Electronica/Dance,3/16/09 00:00,102,Peterson,MPEG audio file,+1 (604) 688-2255,V6C 1G8,North  America,BC,Funk de Bamba,9.50M,237322,1,5,4.95,0.99
House of Pain,House Of Pain,Vancouver,Rogers Canada,E. Schrody/L. Dimant/L. Muggerud,Canada,15,jenniferp@rogers.ca,Jennifer,Hip Hop/Rap,3/16/09 00:00,102,Peterson,MPEG audio file,+1 (604) 688-2255,V6C 1G8,North  America,BC,One For The Road,6.81M,170213,1,5,4.95,0.99
20th Century Masters - The Millennium Collection: The Best of Scorpions,Scorpions,Vancouver,Rogers Canada,,Canada,15,jenniferp@rogers.ca,Jennifer,Rock,3/16/09 00:00,102,Peterson,Protected AAC audio file,+1 (604) 688-2255,V6C 1G8,North  America,BC,The Zoo,5.55M,332740,1,2,1.98,0.99
20th Century Masters - The Millennium Collection: The Best of Scorpions,Scorpions,Vancouver,Rogers Canada,,Canada,15,jenniferp@rogers.ca,Jennifer,Rock,3/16/09 00:00,102,Peterson,Protected AAC audio file,+1 (604) 688-2255,V6C 1G8,North  America,BC,I Can't Explain,3.48M,205332,1,4,3.96,0.99
"LOST, Season 4",Lost,Vancouver,Rogers Canada,,Canada,15,jenniferp@rogers.ca,Jennifer,Drama,3/16/09 00:00,102,Peterson,Protected MPEG-4 video file,+1 (604) 688-2255,V6C 1G8,North  America,BC,The Beginning of the End,526.87M,2611903,1,1,1.99,1.99
Duos II,Luciana Souza/Romero Lubambo,Chicago,,Luciana Souza,USA,24,fralston@gmail.com,Frank,Latin,3/21/09 00:00,103,Ralston,AAC audio file,+1 (312) 332-3232,60611,North  America,IL,Muita Bobeira,2.78M,172710,1,1,0.99,0.99
Revelations,Audioslave,Chicago,,,USA,24,fralston@gmail.com,Frank,Alternative,3/21/09 00:00,103,Ralston,Protected AAC audio file,+1 (312) 332-3232,60611,North  America,IL,Show Me How to Live (Live at the Quart Festival),4.90M,301974,1,1,0.99,0.99
Back to Black,Amy Winehouse,Chicago,,,USA,24,fralston@gmail.com,Frank,R&B/Soul,3/21/09 00:00,103,Ralston,Protected AAC audio file,+1 (312) 332-3232,60611,North  America,IL,Rehab,3.42M,213240,1,1,0.99,0.99
Temple of the Dog,Temple of the Dog,Chicago,,,USA,24,fralston@gmail.com,Frank,Alternative,3/21/09 00:00,103,Ralston,Protected AAC audio file,+1 (312) 332-3232,60611,North  America,IL,All Night Thing,4.00M,231803,1,2,1.98,0.99
Beethoven Piano Sonatas: Moonlight & Pastorale,Maurizio Pollini,Chicago,,Ludwig van Beethoven,USA,24,fralston@gmail.com,Frank,Classical,3/21/09 00:00,103,Ralston,Protected AAC audio file,+1 (312) 332-3232,60611,North  America,IL,"Piano Sonata No. 14 in C Sharp Minor, Op. 27, No. 2, ""Moonlight"": I. Adagio sostenuto",6.32M,391000,1,2,1.98,0.99
Back to Black,Amy Winehouse,Chicago,,Richard Poindexter & Robert Poindexter,USA,24,fralston@gmail.com,Frank,R&B/Soul,3/21/09 00:00,103,Ralston,Protected AAC audio file,+1 (312) 332-3232,60611,North  America,IL,He Can Only Hold Her,2.67M,166680,1,2,1.98,0.99
Carry On,Chris Cornell,Chicago,,Chris Cornell,USA,24,fralston@gmail.com,Frank,Alternative,3/21/09 00:00,103,Ralston,Protected AAC audio file,+1 (312) 332-3232,60611,North  America,IL,Scar On the Sky,3.62M,220193,1,3,2.97,0.99
Handel: The Messiah (Highlights),Scholars Baroque Ensemble,Chicago,,George Frideric Handel,USA,24,fralston@gmail.com,Frank,Classical,3/21/09 00:00,103,Ralston,Protected AAC audio file,+1 (312) 332-3232,60611,North  America,IL,"The Messiah: Behold, I Tell You a Mystery... The Trumpet Shall Sound",9.55M,582029,1,3,2.97,0.99
Revelations,Audioslave,Chicago,,,USA,24,fralston@gmail.com,Frank,Alternative,3/21/09 00:00,103,Ralston,Protected AAC audio file,+1 (312) 332-3232,60611,North  America,IL,Until We Fall,3.77M,230758,1,4,3.96,0.99
Temple of the Dog,Temple of the Dog,Chicago,,,USA,24,fralston@gmail.com,Frank,Alternative,3/21/09 00:00,103,Ralston,Protected AAC audio file,+1 (312) 332-3232,60611,North  America,IL,Say Hello 2 Heaven,6.48M,384497,1,4,3.96,0.99
"FaurÃ©: Requiem, Ravel: Pavane & Others","Academy of St. Martin in the Fields, John Birch, Sir Neville Marriner & Sylvia McNair",Chicago,,Gabriel FaurÃ©,USA,24,fralston@gmail.com,Frank,Classical,3/21/09 00:00,103,Ralston,Protected AAC audio file,+1 (312) 332-3232,60611,North  America,IL,"Requiem, Op.48: 4. Pie Jesu",4.31M,258924,1,4,3.96,0.99
Berlioz: Symphonie Fantastique,Michael Tilson Thomas & San Francisco Symphony,Chicago,,Hector Berlioz,USA,24,fralston@gmail.com,Frank,Classical,3/21/09 00:00,103,Ralston,Protected AAC audio file,+1 (312) 332-3232,60611,North  America,IL,"Symphonie Fantastique, Op. 14: V. Songe d'une nuit du sabbat",9.17M,561967,1,4,3.96,0.99
"LOST, Season 4",Lost,Chicago,,,USA,24,fralston@gmail.com,Frank,TV Shows,3/21/09 00:00,103,Ralston,Protected MPEG-4 video file,+1 (312) 332-3232,60611,North  America,IL,Meet Kevin Johnson,504.13M,2612028,1,3,5.97,1.99
"The Office, Season 3",The Office,Chicago,,,USA,24,fralston@gmail.com,Frank,Comedy,3/21/09 00:00,103,Ralston,Protected MPEG-4 video file,+1 (312) 332-3232,60611,North  America,IL,Branch Closing,360.33M,1814855,1,4,7.96,1.99
Carried to Dust (Bonus Track Version),Calexico,Berlin,,,Germany,38,nschroder@surfeu.de,Niklas,Alternative,3/29/09 00:00,104,Schroeder,Protected AAC audio file,+49 030 2141444,10779,Europe,,Slowness,3.64M,215386,1,5,4.95,0.99
South American Getaway,The 12 Cellists of The Berlin Philharmonic,Lyon,,Astor Piazzolla,France,41,marc.dubois@hotmail.com,Marc,Classical,4/11/09 00:00,106,Dubois,Protected AAC audio file,+33 04 78 30 30 30,69002,Europe,,Adios nonino,4.78M,289388,1,3,2.97,0.99
Bach: Orchestral Suites Nos. 1 - 4,"Academy of St. Martin in the Fields, Sir Neville Marriner & Thurston Dart",Lyon,,Johann Sebastian Bach,France,41,marc.dubois@hotmail.com,Marc,Classical,4/11/09 00:00,106,Dubois,Protected AAC audio file,+33 04 78 30 30 30,69002,Europe,,"Suite No. 3 in D, BWV 1068: III. Gavotte I & II",3.85M,225933,1,4,3.96,0.99
Beethoven: Symphony No. 6 'Pastoral' Etc.,Otto Klemperer & Philharmonia Orchestra,Paris,,Ludwig van Beethoven,France,39,camille.bernard@yahoo.fr,Camille,Classical,4/11/09 00:00,105,Bernard,Purchased AAC audio file,+33 01 49 70 65 65,75009,Europe,,"Prometheus Overture, Op. 43",10.89M,339567,1,1,0.99,0.99
Bartok: Violin & Viola Concertos,Yehudi Menuhin,Paris,,BÃ©la BartÃ³k,France,39,camille.bernard@yahoo.fr,Camille,Classical,4/11/09 00:00,105,Bernard,Purchased AAC audio file,+33 01 49 70 65 65,75009,Europe,,Sonata for Solo Violin: IV: Presto,9.79M,299350,1,1,0.99,0.99
English Renaissance,The King's Singers,Dijon,,William Byrd,France,43,isabelle_mercier@apple.fr,Isabelle,Classical,4/12/09 00:00,107,Mercier,Protected AAC audio file,+33 03 80 73 66 99,21000,Europe,,Sing Joyfully,2.26M,133768,1,1,0.99,0.99
Purcell: Music for the Queen Mary,"Equale Brass Ensemble, John Eliot Gardiner & Munich Monteverdi Orchestra and Choir",Dijon,,Henry Purcell,France,43,isabelle_mercier@apple.fr,Isabelle,Classical,4/12/09 00:00,107,Mercier,Protected AAC audio file,+33 03 80 73 66 99,21000,Europe,,"Music for the Funeral of Queen Mary: VI. ""Thou Knowest, Lord, the Secrets of Our Hearts""",2.37M,142081,1,4,3.96,0.99
"J.S. Bach: Chaconne, Suite in E Minor, Partita in E Major & Prelude, Fugue and Allegro",Julian Bream,Dijon,,Johann Sebastian Bach,France,43,isabelle_mercier@apple.fr,Isabelle,Classical,4/12/09 00:00,107,Mercier,Protected AAC audio file,+33 03 80 73 66 99,21000,Europe,,"Partita in E Major, BWV 1006A: I. Prelude",4.74M,285673,1,4,3.96,0.99
Purcell: The Fairy Queen,"Roger Norrington, London Classical Players",Dijon,,Henry Purcell,France,43,isabelle_mercier@apple.fr,Isabelle,Classical,4/12/09 00:00,107,Mercier,Protected AAC audio file,+33 03 80 73 66 99,21000,Europe,,"Act IV, Symphony",5.99M,364296,1,4,3.96,0.99
For Those About To Rock We Salute You,AC/DC,Rome,,"Angus Young, Malcolm Young, Brian Johnson",Italy,47,lucas.mancini@yahoo.it,Lucas,Rock,4/13/09 00:00,108,Mancini,MPEG audio file,+39 06 39733434,192,Europe,RM,Snowballed,6.60M,203102,1,1,0.99,0.99
For Those About To Rock We Salute You,AC/DC,Rome,,"Angus Young, Malcolm Young, Brian Johnson",Italy,47,lucas.mancini@yahoo.it,Lucas,Rock,4/13/09 00:00,108,Mancini,MPEG audio file,+39 06 39733434,192,Europe,RM,Night Of The Long Knives,6.71M,205688,1,3,2.97,0.99
For Those About To Rock We Salute You,AC/DC,Rome,,"Angus Young, Malcolm Young, Brian Johnson",Italy,47,lucas.mancini@yahoo.it,Lucas,Rock,4/13/09 00:00,108,Mancini,MPEG audio file,+39 06 39733434,192,Europe,RM,For Those About To Rock (We Salute You),11.17M,343719,1,3,2.97,0.99
Schubert: The Late String Quartets & String Quintet (3 CD's),Emerson String Quartet,Rome,,Franz Schubert,Italy,47,lucas.mancini@yahoo.it,Lucas,Classical,4/13/09 00:00,108,Mancini,Protected AAC audio file,+39 06 39733434,192,Europe,RM,"String Quartet No. 12 in C Minor, D. 703 ""Quartettsatz"": II. Andante - Allegro assai",2.28M,139200,1,4,3.96,0.99
Restless and Wild,Accept,Rome,,Deaffy & R.A. Smith-Diesel,Italy,47,lucas.mancini@yahoo.it,Lucas,Rock,4/13/09 00:00,108,Mancini,Protected AAC audio file,+39 06 39733434,192,Europe,RM,Princess of the Dawn,6.29M,375418,1,4,3.96,0.99
Liszt - 12 Ã‰tudes D'Execution Transcendante,Michele Campanella,Rome,,,Italy,47,lucas.mancini@yahoo.it,Lucas,Classical,4/13/09 00:00,108,Mancini,Purchased AAC audio file,+39 06 39733434,192,Europe,RM,"Ã‰tude 1, In C Major - Preludio (Presto) - Liszt",2.23M,51780,1,5,4.95,0.99
Let There Be Rock,AC/DC,London,,AC/DC,United Kingdom,53,phil.hughes@gmail.com,Phil,Rock,4/16/09 00:00,109,Hughes,MPEG audio file,+44 020 7976 5722,SW1V 3EN,Europe,,Problem Child,10.62M,325041,1,1,0.99,0.99
Jagged Little Pill,Alanis Morissette,London,,Alanis Morissette & Glenn Ballard,United Kingdom,53,phil.hughes@gmail.com,Phil,Rock,4/16/09 00:00,109,Hughes,MPEG audio file,+44 020 7976 5722,SW1V 3EN,Europe,,Forgiven,9.75M,300355,1,1,0.99,0.99
Facelift,Alice In Chains,London,,"Jerry Cantrell, Layne Staley",United Kingdom,53,phil.hughes@gmail.com,Phil,Rock,4/16/09 00:00,109,Hughes,MPEG audio file,+44 020 7976 5722,SW1V 3EN,Europe,,I Can't Remember,7.30M,222955,1,1,0.99,0.99
Big Ones,Aerosmith,London,,"Steven Tyler, Joe Perry, Jim Vallance, Holly Knight",United Kingdom,53,phil.hughes@gmail.com,Phil,Rock,4/16/09 00:00,109,Hughes,MPEG audio file,+44 020 7976 5722,SW1V 3EN,Europe,,Rag Doll,8.68M,264698,1,2,1.98,0.99
Big Ones,Aerosmith,London,,"Steven Tyler, Joe Perry, Taylor Rhodes",United Kingdom,53,phil.hughes@gmail.com,Phil,Rock,4/16/09 00:00,109,Hughes,MPEG audio file,+44 020 7976 5722,SW1V 3EN,Europe,,Blind Man,7.88M,240718,1,2,1.98,0.99
Jagged Little Pill,Alanis Morissette,London,,Alanis Morissette & Glenn Ballard,United Kingdom,53,phil.hughes@gmail.com,Phil,Rock,4/16/09 00:00,109,Hughes,MPEG audio file,+44 020 7976 5722,SW1V 3EN,Europe,,Wake Up,9.70M,293485,1,2,1.98,0.99
Big Ones,Aerosmith,London,,"Steven Tyler, Joe Perry, Mark Hudson",United Kingdom,53,phil.hughes@gmail.com,Phil,Rock,4/16/09 00:00,109,Hughes,MPEG audio file,+44 020 7976 5722,SW1V 3EN,Europe,,Livin' On The Edge,12.37M,381231,1,3,2.97,0.99
Warner 25 Anos,AntÃ´nio Carlos Jobim,London,,,United Kingdom,53,phil.hughes@gmail.com,Phil,Jazz,4/16/09 00:00,109,Hughes,MPEG audio file,+44 020 7976 5722,SW1V 3EN,Europe,,Ligia,8.23M,251977,1,4,3.96,0.99
Facelift,Alice In Chains,London,,Jerry Cantrell,United Kingdom,53,phil.hughes@gmail.com,Phil,Rock,4/16/09 00:00,109,Hughes,MPEG audio file,+44 020 7976 5722,SW1V 3EN,Europe,,I Know Somethin (Bout You),8.50M,261955,1,4,3.96,0.99
Body Count,Body Count,Montreal,,,Canada,3,ftremblay@gmail.com,Francois,Alternative & Punk,4/21/09 00:00,110,Tremblay,MPEG audio file,+1 (514) 721-4711,H2G 1A7,North  America,QC,Voodoo,9.88M,300721,1,1,0.99,0.99
Chemical Wedding,Bruce Dickinson,Montreal,,Roy Z,Canada,3,ftremblay@gmail.com,Francois,Metal,4/21/09 00:00,110,Tremblay,MPEG audio file,+1 (514) 721-4711,H2G 1A7,North  America,QC,Chemical Wedding,8.02M,246177,1,1,0.99,0.99
BackBeat Soundtrack,BackBeat,Montreal,,Little Richard,Canada,3,ftremblay@gmail.com,Francois,Rock And Roll,4/21/09 00:00,110,Tremblay,MPEG audio file,+1 (514) 721-4711,H2G 1A7,North  America,QC,Good Golly Miss Molly,1.70M,106266,1,1,0.99,0.99
Alcohol Fueled Brewtality Live! [Disc 1],Black Label Society,Montreal,,,Canada,3,ftremblay@gmail.com,Francois,Metal,4/21/09 00:00,110,Tremblay,MPEG audio file,+1 (514) 721-4711,H2G 1A7,North  America,QC,A.N.D.R.O.T.A.Z.,8.57M,266266,1,2,1.98,0.99
Chemical Wedding,Bruce Dickinson,Montreal,,Roy Z,Canada,3,ftremblay@gmail.com,Francois,Metal,4/21/09 00:00,110,Tremblay,MPEG audio file,+1 (514) 721-4711,H2G 1A7,North  America,QC,Realword,7.80M,237531,1,2,1.98,0.99
Body Count,Body Count,Montreal,,,Canada,3,ftremblay@gmail.com,Francois,Alternative & Punk,4/21/09 00:00,110,Tremblay,MPEG audio file,+1 (514) 721-4711,H2G 1A7,North  America,QC,Smoked Pork,1.55M,47333,1,3,2.97,0.99
Black Sabbath Vol. 4 (Remaster),Black Sabbath,Montreal,,"Tony Iommi, Bill Ward, Geezer Butler, Ozzy Osbourne",Canada,3,ftremblay@gmail.com,Francois,Metal,4/21/09 00:00,110,Tremblay,MPEG audio file,+1 (514) 721-4711,H2G 1A7,North  America,QC,Tomorrow's Dream,6.25M,192496,1,3,2.97,0.99
Audioslave,Audioslave,Montreal,,Audioslave/Chris Cornell,Canada,3,ftremblay@gmail.com,Francois,Rock,4/21/09 00:00,110,Tremblay,MPEG audio file,+1 (514) 721-4711,H2G 1A7,North  America,QC,Hypnotize,4.96M,206628,1,3,2.97,0.99
Out Of Exile,Audioslave,Montreal,,"Cornell, Commerford, Morello, Wilk",Canada,3,ftremblay@gmail.com,Francois,Alternative & Punk,4/21/09 00:00,110,Tremblay,MPEG audio file,+1 (514) 721-4711,H2G 1A7,North  America,QC,Drown Me Slowly,7.61M,233691,1,4,3.96,0.99
The Best Of Billy Cobham,Billy Cobham,Montreal,,George Duke,Canada,3,ftremblay@gmail.com,Francois,Jazz,4/21/09 00:00,110,Tremblay,MPEG audio file,+1 (514) 721-4711,H2G 1A7,North  America,QC,Do what cha wanna,9.02M,274155,1,4,3.96,0.99
Audioslave,Audioslave,Montreal,,Audioslave/Chris Cornell,Canada,3,ftremblay@gmail.com,Francois,Rock,4/21/09 00:00,110,Tremblay,MPEG audio file,+1 (514) 721-4711,H2G 1A7,North  America,QC,Cochise,5.34M,222380,1,4,3.96,0.99
Warner 25 Anos,AntÃ´nio Carlos Jobim,Montreal,,,Canada,3,ftremblay@gmail.com,Francois,Jazz,4/21/09 00:00,110,Tremblay,MPEG audio file,+1 (514) 721-4711,H2G 1A7,North  America,QC,"Canta, Canta Mais",8.72M,271856,1,5,4.95,0.99
Alcohol Fueled Brewtality Live! [Disc 2],Black Label Society,Montreal,,,Canada,3,ftremblay@gmail.com,Francois,Metal,4/21/09 00:00,110,Tremblay,MPEG audio file,+1 (514) 721-4711,H2G 1A7,North  America,QC,The Beginning...At Last,8.98M,271960,1,5,4.95,0.99
BackBeat Soundtrack,BackBeat,Montreal,,"Enotris Johnson/Little Richard/Robert ""Bumps"" Blackwell",Canada,3,ftremblay@gmail.com,Francois,Rock And Roll,4/21/09 00:00,110,Tremblay,MPEG audio file,+1 (514) 721-4711,H2G 1A7,North  America,QC,Long Tall Sally,1.71M,106396,1,5,4.95,0.99
Prenda Minha,Caetano Veloso,Redmond,Microsoft Corporation,Tom Jobim - Newton MendoÃ§a,USA,17,jacksmith@microsoft.com,Jack,Latin,4/29/09 00:00,111,Smith,MPEG audio file,+1 (425) 882-8080,98052-8300,North  America,WA,MeditaÃ§Ã£o,4.87M,148793,1,5,4.95,0.99
Prenda Minha,Caetano Veloso,Mountain View,,Gilberto Gil,USA,20,dmiller@comcast.com,Dan,Latin,5/12/09 00:00,113,Miller,MPEG audio file,+1 (650) 644-3358,94040-111,North  America,CA,Bem Devagar,4.33M,133172,1,1,0.99,0.99
Prenda Minha,Caetano Veloso,New York,,Caetano Veloso,USA,18,michelleb@aol.com,Michelle,Latin,5/12/09 00:00,112,Brooks,MPEG audio file,+1 (212) 221-3546,10012-2612,North  America,NY,Eclipse Oculto,7.38M,221936,1,1,0.99,0.99
Prenda Minha,Caetano Veloso,Mountain View,,Caetano Veloso,USA,20,dmiller@comcast.com,Dan,Latin,5/12/09 00:00,113,Miller,MPEG audio file,+1 (650) 644-3358,94040-111,North  America,CA,Saudosismo,4.73M,144326,1,2,1.98,0.99
Prenda Minha,Caetano Veloso,New York,,Caetano Veloso,USA,18,michelleb@aol.com,Michelle,Latin,5/12/09 00:00,112,Brooks,MPEG audio file,+1 (212) 221-3546,10012-2612,North  America,NY,Terra,15.89M,482429,1,4,3.96,0.99
Prenda Minha,Caetano Veloso,Orlando,,Caetano Veloso,USA,22,hleacock@gmail.com,Heather,Latin,5/13/09 00:00,114,Leacock,MPEG audio file,+1 (407) 999-7788,32801,North  America,FL,Odara,4.70M,141270,1,2,1.98,0.99
Prenda Minha,Caetano Veloso,Orlando,,David CorrÃªa - Paulinho Carvalho - Carlos Sena - Bira do Ponto,USA,22,hleacock@gmail.com,Heather,Latin,5/13/09 00:00,114,Leacock,MPEG audio file,+1 (407) 999-7788,32801,North  America,FL,AtrÃ¡s Da Verd-E-Rosa SÃ³ NÃ£o Vai Quem JÃ¡ Morreu,10.36M,307252,1,2,1.98,0.99
Prenda Minha,Caetano Veloso,Orlando,,Peninha,USA,22,hleacock@gmail.com,Heather,Latin,5/13/09 00:00,114,Leacock,MPEG audio file,+1 (407) 999-7788,32801,North  America,FL,Sozinho,6.25M,190589,1,4,3.96,0.99
Prenda Minha,Caetano Veloso,Orlando,,Caetano Veloso - Waly SalomÃ£o,USA,22,hleacock@gmail.com,Heather,Latin,5/13/09 00:00,114,Leacock,MPEG audio file,+1 (407) 999-7788,32801,North  America,FL,Mel,9.85M,294765,1,5,4.95,0.99
Minha Historia,Chico Buarque,Fort Worth,,,USA,26,ricunningham@hotmail.com,Richard,Latin,5/14/09 00:00,115,Cunningham,MPEG audio file,+1 (817) 924-7272,76110,North  America,TX,ConstruÃ§Ã£o / Deus Lhe Pague,12.68M,383059,1,1,0.99,0.99
Minha Historia,Chico Buarque,Fort Worth,,,USA,26,ricunningham@hotmail.com,Richard,Latin,5/14/09 00:00,115,Cunningham,MPEG audio file,+1 (817) 924-7272,76110,North  America,TX,Minha Historia,6.03M,182256,1,2,1.98,0.99
Minha Historia,Chico Buarque,Fort Worth,,,USA,26,ricunningham@hotmail.com,Richard,Latin,5/14/09 00:00,115,Cunningham,MPEG audio file,+1 (817) 924-7272,76110,North  America,TX,Samba De Orly,5.43M,162429,1,3,2.97,0.99
Sozinho Remix Ao Vivo,Caetano Veloso,Fort Worth,,,USA,26,ricunningham@hotmail.com,Richard,Latin,5/14/09 00:00,115,Cunningham,MPEG audio file,+1 (817) 924-7272,76110,North  America,TX,Sozinho (CaÃªdrum 'n' Bass),10.98M,328071,1,4,3.96,0.99
Minha Historia,Chico Buarque,Fort Worth,,,USA,26,ricunningham@hotmail.com,Richard,Latin,5/14/09 00:00,115,Cunningham,MPEG audio file,+1 (817) 924-7272,76110,North  America,TX,O Que SerÃ¡ (Ã€ Flor Da Terra),5.57M,167288,1,4,3.96,0.99
Minha Historia,Chico Buarque,Fort Worth,,,USA,26,ricunningham@hotmail.com,Richard,Latin,5/14/09 00:00,115,Cunningham,MPEG audio file,+1 (817) 924-7272,76110,North  America,TX,Geni E O Zepelim,10.34M,317570,1,5,4.95,0.99
AcÃºstico MTV [Live],Cidade Negra,Winnipeg,,Marisa Monte/Nando Reis,Canada,32,aaronmitchell@yahoo.ca,Aaron,Reggae,5/17/09 00:00,116,Mitchell,MPEG audio file,+1 (204) 452-6452,R3L 2B9,North  America,MB,Onde VocÃª Mora?,8.50M,256026,1,1,0.99,0.99
Afrociberdelia,Chico Science & NaÃ§Ã£o Zumbi,Winnipeg,,Chico Science,Canada,32,aaronmitchell@yahoo.ca,Aaron,Latin,5/17/09 00:00,116,Mitchell,MPEG audio file,+1 (204) 452-6452,R3L 2B9,North  America,MB,Um Passeio No Mundo Livre,7.98M,240091,1,2,1.98,0.99
Da Lama Ao Caos,Chico Science & NaÃ§Ã£o Zumbi,Winnipeg,,,Canada,32,aaronmitchell@yahoo.ca,Aaron,Latin,5/17/09 00:00,116,Mitchell,MPEG audio file,+1 (204) 452-6452,R3L 2B9,North  America,MB,Da Lama Ao Caos,8.38M,251559,1,2,1.98,0.99
Da Lama Ao Caos,Chico Science & NaÃ§Ã£o Zumbi,Winnipeg,,,Canada,32,aaronmitchell@yahoo.ca,Aaron,Latin,5/17/09 00:00,116,Mitchell,MPEG audio file,+1 (204) 452-6452,R3L 2B9,North  America,MB,Computadores Fazem Arte,13.70M,404323,1,2,1.98,0.99
AcÃºstico MTV [Live],Cidade Negra,Winnipeg,,Gilberto Gil,Canada,32,aaronmitchell@yahoo.ca,Aaron,Reggae,5/17/09 00:00,116,Mitchell,MPEG audio file,+1 (204) 452-6452,R3L 2B9,North  America,MB,Extra,10.08M,304352,1,2,1.98,0.99
Da Lama Ao Caos,Chico Science & NaÃ§Ã£o Zumbi,Winnipeg,,,Canada,32,aaronmitchell@yahoo.ca,Aaron,Latin,5/17/09 00:00,116,Mitchell,MPEG audio file,+1 (204) 452-6452,R3L 2B9,North  America,MB,Banditismo Por Uma Questa,10.25M,307095,1,4,3.96,0.99
Afrociberdelia,Chico Science & NaÃ§Ã£o Zumbi,Winnipeg,,Chico Science,Canada,32,aaronmitchell@yahoo.ca,Aaron,Latin,5/17/09 00:00,116,Mitchell,MPEG audio file,+1 (204) 452-6452,R3L 2B9,North  America,MB,Manguetown,6.48M,194560,1,5,4.95,0.99
Afrociberdelia,Chico Science & NaÃ§Ã£o Zumbi,Winnipeg,,Chico Science,Canada,32,aaronmitchell@yahoo.ca,Aaron,Latin,5/17/09 00:00,116,Mitchell,MPEG audio file,+1 (204) 452-6452,R3L 2B9,North  America,MB,CrianÃ§a De Domingo,6.98M,208222,1,5,4.95,0.99
